Gx,Gy,Tx,Ty,,D6S8S,D7S9S,D2S3S,D4S5S,D2S5S,D3S4S,D6T8T,D7T9T,D2T3T,D4T5T,D2T5T,D3T4T,,FS_1S,FS_1T,FS_2S,FS_2T,FS_3S,FS_3T,FS_4S,FS_4T,FS_5S,FS_5T,FS_6S,FS_6T,FS_7S,FS_7T,FS_8S,FS_8T,FS_9S,FS_9T,FS_Ave_S_G2 [2 3 4 5],FS_Ave_T_G2 [2 3 4 5],FS_Ave_S_G3 [6 7 8 9],FS_Ave_T_G3 [6 7 8 9],FS_Delta_S_G2 [2 3 4 5],FS_Delta_T_G2 [2 3 4 5],FS_Delta_S_G3 [6 7 8 9],FS_Delta_T_G3 [6 7 8 9],PeakMTF_1S,PeakMTF_1T,PeakMTF_2S,PeakMTF_2T,PeakMTF_3S,PeakMTF_3T,PeakMTF_4S,PeakMTF_4T,PeakMTF_5S,PeakMTF_5T,PeakMTF_6S,PeakMTF_6T,PeakMTF_7S,PeakMTF_7T,PeakMTF_8S,PeakMTF_8T,PeakMTF_9S,PeakMTF_9T,Date-Time
0.027,-0.002,0.36,0.465,,0.8,29.4,-15.8,0.2,18.2,33.8,2.4,29,3.2,-12.6,19.8,29.2,,--,-0.8,4.2,30.4,20,27.2,-13.8,-2,-14,10.6,-4.6,4,8,20.4,-5.4,1.6,-21.4,-8.6,-0.9,16.5,-5.8,4.4,34,32.4,29.4,29,67.9,69.2,64,61.3,67,48.1,56.6,44.1,65.5,55.4,64.5,65,61.9,62,60.5,61.5,63.1,62.3,2025/05/22/17:41:47
-0.059,0.056,-0.34,-0.49,,-1.8,13.6,-20.4,10.2,5.6,15.8,-9,12.8,-4.8,18.4,10.8,-2.8,,--,-2.2,-5.8,14,14.6,18.8,-1.2,21.6,-11.4,3.2,-5.8,-2.4,-0.6,12,-4,6.6,-14.2,-0.8,-0.9,14.4,-6.2,3.8,26,18.4,13.6,14.4,71.2,73.2,66.8,58.8,68.6,54.2,59.9,48.2,65.8,56.9,66.9,67.9,68.5,66.9,65.4,67.2,69.4,65,2025/05/22/17:41:57
-0.03,-0.026,0.33,0.395,,-29.2,31.8,-46.8,21.2,22.4,48,-23,32.8,-16.4,11.6,29.2,34,,--,-2.6,-9.6,25.8,37.2,42.2,-10.8,8.2,-32,-3.4,-20,-7.6,2.4,21.6,9.2,15.4,-29.4,-11.2,-3.8,18.2,-9.4,4.5,69.2,45.6,38.6,32.8,62.7,58.9,58.6,50.5,53.6,46.1,50.5,36.5,56.5,51.5,56.7,50.9,51,56.9,55.6,50.4,51.7,57.8,2025/05/22/17:42:07
0.066,0.018,-0.06,0.035,,-31.8,24.8,-60.4,20.8,-5.8,33.8,-29.6,20.8,-41.2,12.4,-7,21.8,,--,1.6,-28.2,11.6,32.2,52.8,-1.6,31,-22.4,18.6,-23.4,-7.6,9.8,19,8.4,22,-15,-1.8,-5,28.5,-5.1,7.9,60.4,41.2,33.2,29.6,62.1,65,50.3,51.3,62,38.1,46.8,38.7,61.6,45.7,58.5,63.1,51.1,42.9,51.4,52.6,59.2,53.7,2025/05/22/17:42:19
-0.046,0.076,-0.235,-0.205,,-20.4,27.8,-39,25.6,16.4,29.8,-22.2,23,-21.2,19.4,14.4,16.2,,--,-0.2,-9.4,14,29.6,35.2,-0.2,19,-25.8,-0.4,-16.2,-7.6,8.6,16.8,4.2,14.6,-19.2,-6.2,-1.4,16.9,-5.6,4.4,55.4,35.6,27.8,24.4,68.8,72.5,63.6,59.2,69.1,48.3,56.3,45.7,66.6,55.9,64.4,67.9,64.4,60,61.7,66.2,67.3,60.1,2025/05/22/17:42:29
0.05,-0.078,0.41,0.195,,11.8,-12,-7.6,-6.6,-23,-8.8,8.6,-17.8,6,-9.4,-23.8,-20.4,,--,0.2,-11.8,14.4,-4.2,8.4,4.6,28.8,11.2,38.2,0.4,9.2,-10.2,-1.4,-11.4,0.6,1.8,16.4,-0.1,22.4,-4.9,6.2,23,29.8,13.2,17.8,68.2,71.7,60.8,54.4,67.9,43.3,56.3,45.5,66.2,55.9,64.5,68.1,62.3,53.9,59.8,63.8,67.9,61.9,2025/05/22/17:42:41
-0.054,-0.074,-0.29,0.145,,6.8,16.6,-15.6,-3.8,4,23.4,0.8,11.8,-1,1.2,3.8,3.6,,--,2.4,-2.4,26.6,13.2,27.6,-10.2,24,-6.4,22.8,-4.8,6.4,5.2,12,-11.6,5.6,-11.4,0.2,-1.5,25.2,-5.6,6,23.4,4.8,16.8,11.8,64.1,69.8,53.9,45.4,62.4,41.4,51.3,42.5,59.6,51.4,59.1,65.2,57.1,44.9,55.3,62.8,65.8,54.2,2025/05/22/17:42:51
0.048,0.022,-0.035,-0.025,,-30.6,-27.4,-44,23.8,-35,-14.8,-27.2,-25.4,-24,13.6,-28.2,-17.8,,--,-3,-37.4,-3.6,6.6,20.4,21.4,38.2,-2.4,24.6,-21.2,-10.4,-25.4,-5.8,9.4,16.8,2,19.6,-3,19.9,-8.8,5,58.8,41.8,34.8,30,65.5,63.6,62.6,59,54.9,45.8,52.9,39,62,56.2,61.2,60.3,54,59.2,55.5,50.4,54.5,60.7,2025/05/22/17:43:04
0.01,0.033,-0.28,0.405,,-32.6,13.4,-58.2,22.4,-11.2,24.6,-28.8,9.6,-33.4,7.4,-9,17,,--,-1.6,-31.4,8,26.8,41.4,2.2,24.4,-20.2,17,-22.8,-9.4,-0.2,11.2,9.8,19.4,-13.6,1.6,-5.6,22.7,-6.7,5.7,58.2,33.4,32.6,28.8,64.3,62.8,55.8,57.3,60.1,41.6,47.8,37.8,60.7,48.7,60.5,58.4,50,53.2,54.2,49,54.9,57.1,2025/05/22/17:43:15
0.054,0.037,0.45,0,,-36.4,23,-53,35.4,12.2,29.8,-32,23.4,-31.4,22.8,14,22.6,,--,-1.6,-18,10.2,35,41.6,5.2,19,-30.2,-3.8,-24.2,-13.2,4,17.2,12.2,18.8,-19,-6.2,-2,16.8,-6.7,4.2,65.2,45.4,36.4,32,66.6,66.8,62.7,60.5,66.5,47.3,54,42.9,65.2,54.7,63.2,63.7,58.9,59.5,59.5,60.7,61.4,59.8,2025/05/22/17:43:25
0.038,-0.026,0.26,-0.465,,-6.6,22.8,-24.2,8.8,10.6,26,-7.4,19.4,-6,3,11,14,,--,-0.6,-3.8,20.4,20.4,26.4,-5.6,12.4,-14.4,9.4,-9.4,-0.8,5.8,15.4,-2.8,6.6,-17,-4,-0.9,17.2,-5.9,4.3,34.8,17,22.8,19.4,68.7,71.2,64.6,60.9,69.9,48.3,56.9,46,67.4,55.8,65.6,67.7,63.7,61.3,61.3,64.8,66.7,61.4,2025/05/22/17:43:35
-0.04,0.001,-0.13,0.485,,40,-28,20.4,-31.6,-36.8,-25.6,31.8,-30.8,31.6,-31.8,-34.8,-34.6,,--,-1.2,-5.6,18.6,-26,-13,-0.4,21.6,31.2,53.4,14.4,19,-20.2,-8.2,-25.6,-12.8,7.8,22.6,-0.2,20.2,-5.9,5.1,57.2,66.4,40,35.4,71.4,74,63.3,53.8,69.4,47.6,61.7,48.8,67.1,57.5,66,67.9,66.1,60.7,63.6,67,70.5,65.5,2025/05/22/17:43:47
-0.01,-0.021,0.3,0.17,,-21.2,-11.6,-36.2,25.4,-17.6,-6.8,-23,-6,-16.4,22.8,-6.4,-12.8,,--,-3.4,-25.8,-0.6,10.4,15.8,17.2,28.6,-8.2,5.8,-14.8,-10.2,-14.2,2.6,6.4,12.8,-2.6,8.6,-1.6,12.4,-6.3,3.4,43,29.2,21.2,23,70.2,71.9,69.8,65.5,67.8,57.1,65.7,51.3,70.4,60.9,66.4,68.7,70.3,67.5,65.2,67.2,68.5,68.1,2025/05/22/17:43:57
0.026,-0.004,-0.26,-0.035,,5.8,-0.6,-12,1.2,-6.6,4.2,-0.4,5.8,5,4.2,5,-4.2,,--,-3.4,-8.6,14.4,3.4,9.4,-0.8,13.6,-2,9.4,-2,0,-9,8.6,-7.8,0.4,-8.4,2.8,-2,11.7,-6.8,2.9,12,5,7,8.6,71.3,72.2,66.9,66,68,58.6,64.7,52.6,70.3,58.8,67.5,68.7,70.5,70.3,66.5,67.2,70.6,69.2,2025/05/22/17:44:05
-0.028,-0.018,-0.28,0.075,,24.4,-34.2,0.4,-18.2,-43.2,-25.4,14.2,-23.8,6.6,-12.4,-25,-19.2,,--,-5,-23.4,4.8,-23.8,-1.8,1.6,17.4,19.8,29.8,7.4,5.8,-28.2,-9,-17,-8.4,6,14.8,-6.5,12.5,-8,0.8,43.6,31.6,35.6,23.8,67.1,65.4,55.8,58.6,57,49.7,59.4,52.9,67,49.5,61.6,60.1,62.7,60.3,60.9,57.5,65,67.1,2025/05/22/17:44:15
0.078,0.065,0.345,-0.405,,20.8,-12.2,3.6,-15.4,-19,-7.2,15.4,-9,19.6,-13,-11.2,-17.8,,--,-2.2,-6,16.6,-9.6,-3,-2.4,14.8,13,27.8,5.6,9.6,-13.4,1.4,-15.2,-5.8,-1.2,10.4,-1.2,14.1,-6,3.9,22.6,30.8,20.8,16.2,72.3,73.7,69,63.8,71,55,65.1,51.4,69.7,60.4,67.1,69.3,70.3,69.2,66.2,68.5,70.6,68.4,2025/05/22/17:44:26
0.068,-0.032,-0.07,0.375,,23.8,16.8,4.8,-14.8,8.6,18.6,14.8,15.8,20.4,-9,14.2,2.8,,--,-2.8,7.4,27.4,2.6,7,-16,4.2,-1.2,13.2,6.4,8.6,0.4,12.6,-17.4,-6.2,-16.4,-3.2,-1.8,12.9,-6.8,2.9,23.4,23.2,23.8,18.8,71.1,73,67.1,61.3,69.5,54.5,60.8,49.9,67,57.4,67.7,68.2,69.3,68.1,65.2,68.1,70.2,65.6,2025/05/22/17:44:35
-0.004,-0.036,-0.045,0.215,,26.6,-34.2,10.2,-21.2,-39.6,-28.6,21.2,-28.6,26.6,-21.4,-29.2,-34.4,,--,-2.6,-12.4,12.2,-22.6,-14.4,6,20,27.2,41.4,10.2,13.4,-23.8,-7.2,-16.4,-7.8,10.4,21.4,-0.4,14.8,-4.9,4.9,49.8,55.8,34.2,29.2,71.1,72.9,68,65,68.7,56.4,66.7,51.7,70.9,60.5,66.6,68,70.8,69.5,65.5,67,69.7,69.6,2025/05/22/17:44:46
0.043,0.059,0.41,-0.33,,17.2,-21.8,-2,-11.6,-32,-18.4,13.8,-24.6,12.6,-17.4,-32,-27.2,,--,-0.6,-14.6,11.8,-12.6,-0.8,5.8,26.4,17.4,43.8,2.8,10.4,-17,-5.6,-14.4,-3.4,4.8,19,-1,20.3,-6,5.1,32,44.6,21.8,24.6,69.3,72.2,62.7,58.6,67.4,43.5,57.9,45.1,68.4,57.2,65.4,68.7,62.4,57.7,60.1,61.9,68.5,63.7,2025/05/22/17:44:58
-0.06,0.035,-0.385,-0.32,,7,29.4,-13.6,-5.4,14.6,33.6,3.6,23.8,1.4,-6.2,13.2,18,,--,1,4.2,30,17.8,28.6,-15.8,10.6,-10.4,16.8,-2.8,6.8,10.6,18.6,-9.8,3.2,-18.8,-5.2,-1.1,21.5,-5.2,5.9,33.6,19.4,29.4,23.8,66.5,71.4,59,54,67.7,43.9,53.1,45,64.4,52.8,62.5,67.2,60.8,52.6,57.9,63.5,65.4,57.3,2025/05/22/17:45:08
-0.03,0.058,-0.09,-0.13,,-3,-15.8,-23,-4,-30,-3,-3,-18.2,-5.8,-9.2,-28.4,-13.4,,--,-0.6,-23.2,9.6,-0.2,15.4,2.8,28.8,6.8,38,-7.4,3.8,-14.4,-2,-4.4,6.8,1.4,16.2,-3.4,22.9,-6.2,6.2,30,28.4,15.8,18.2,66.1,66.4,59,59.4,61.1,40.5,50.8,38.8,65.3,54,63.3,64.6,54.6,54.5,54.8,49.5,60.3,59.8,2025/05/22/17:45:27
-0.034,-0.005,0.25,-0.16,,-34.2,-15.2,-50.8,35.6,-26.2,-11,-33.8,-17.2,-34,25.2,-25.8,-17,,--,-1.4,-36.4,-8.2,14.4,25.8,25.4,42.8,-10.2,17.6,-23.2,-13.4,-13.8,-2,11,20.4,1.4,15.2,-1.7,19.5,-6.2,5.1,61.8,51,34.2,33.8,67.7,69.3,62.3,60.5,66,43.5,55.2,43,67.1,56.8,64.5,67.1,59.9,57.4,58.6,60.2,64.1,61.1,2025/05/22/17:45:38
-0.076,0.044,0.28,0.01,,-31.4,-1.6,-46.2,32.2,-9.2,4.8,-28.2,1.2,-24.6,18.6,-3,3,,--,-2.2,-24.8,4.2,21.4,28.8,16.6,25.8,-15.6,7.2,-20.4,-10.4,-8.4,6.4,11,17.8,-6.8,5.2,-0.6,16.5,-6.2,4.8,46.2,24.6,31.4,28.2,67.9,68,64.9,62,63.1,49.4,58.6,43.5,64.9,57.5,62.9,63.8,60.7,62.1,60,60,61.7,62.4,2025/05/22/17:45:48
0.075,0.038,0.07,0.44,,-29,9.6,-46.2,30.2,-2.6,13.4,-28.8,6,-30.2,26,-2.2,2,,--,-0.8,-20.2,4.6,26,34.8,12.6,32.8,-17.6,6.8,-20,-10,0,9.8,9,18.8,-9.6,3.8,0.2,19.8,-5.2,5.6,46.2,30.2,29,28.8,68.5,71.1,63,59.3,69.7,46.3,55.4,45.3,67.3,56,64.6,67.1,62,57.6,60.3,64,65.9,60.3,2025/05/22/17:45:58
-0.036,0.076,0.01,0.075,,18.2,20,0.6,-13.2,10.2,22.8,16.4,18.6,16,-22,10.6,16.6,,--,-1,8,32,7.4,16,-15.4,-0.6,-2.2,21.4,4,11.4,3.8,15.4,-14.2,-5,-16.2,-3.2,-0.6,17.2,-5.7,4.6,23.4,32.6,20.2,20.4,69.2,71.3,64.9,62.6,69.5,48.7,59,46.8,68.1,56.9,66.1,68.2,65,63.1,61.5,64,66.6,63.4,2025/05/22/17:46:07
0.077,-0.038,-0.025,-0.035,,33.6,19.6,15.2,-27.8,11.2,23.8,29.2,20.2,31.8,-31.6,15.6,15.4,,--,-1.8,14.6,37.8,-0.6,6,-24.4,-9.4,3.4,22.2,11,16,2,14.8,-22.6,-13.2,-17.6,-5.4,-1.8,14.1,-6.8,3.1,39,47.2,33.6,29.2,70.8,72.7,67.9,64.3,70.9,52,62.6,48.9,69.2,58.7,67.4,69.5,68.7,67.3,63.8,66.7,68.5,66.1,2025/05/22/17:46:17
0.02,-0.067,-0.14,-0.34,,-34.4,-34.6,-48.6,35.6,-39.2,-26.2,-31.4,-27.4,-26.8,20.4,-29.8,-23.4,,--,-2.8,-42,-10,6.6,16.8,32.8,40.2,-2.8,19.8,-21.8,-12.6,-26.2,-7,12.6,18.8,8.4,20.4,-1.3,16.7,-6.8,4.9,74.8,50.2,38.8,33,67,67.4,66.7,62.4,59.3,48.3,60.3,42.9,65.2,58.8,63,63.6,60.5,62,58.8,57.9,61.5,63.6,2025/05/22/17:46:28
0.062,0.038,0.12,0.045,,-39.4,-39.8,-53.6,44.4,-44.8,-35.6,-41.2,-37.6,-36.6,41,-38.8,-43.2,,--,-2.6,-47.2,-21.2,6.4,15.4,42,58.6,-2.4,17.6,-24,-17.6,-26,-11.2,15.4,23.6,13.8,26.4,-0.3,17.6,-5.2,5.3,89.2,79.8,41.4,44,70.8,73,67.7,63.5,69.1,51.7,63.1,48.8,70.4,60.4,66.5,68.5,67.6,65.8,64,67.2,68.7,67.3,2025/05/22/17:46:38
-0.013,-0.067,-0.49,-0.04,,2.6,-15.6,-14,4.2,-21.6,-11.8,-3.4,-10.4,2.2,7,-11.8,-21,,--,-3.6,-17,4.8,-3,2.6,8.8,23.6,4.6,16.6,-3.2,-0.8,-16,0.2,-5.8,2.6,-0.4,10.6,-1.6,11.9,-6.4,3.1,25.8,21,15.6,11.4,71.1,72.2,67.8,65.3,68.8,58.4,65.8,52,70.8,59.4,67.4,68.5,70.1,69.9,66.1,67.7,70.8,69,2025/05/22/17:46:47
-0.038,0.009,0.16,0.355,,-38.4,19.2,-52.8,40.8,11.4,23.4,-37.2,22.2,-29.8,35.2,18.6,13.2,,--,-3.4,-19,5.4,33.8,35.2,10.4,22,-30.4,-13.2,-24.6,-17.6,2.2,16.4,13.8,19.6,-17,-5.8,-1.3,12.4,-6.4,3.1,64.2,48.4,38.4,37.2,69.4,71.4,69.3,64.3,69.1,54.4,62.1,49.1,69.1,59.8,66.2,68.3,67.2,66.7,65.4,67.9,67.6,65,2025/05/22/17:46:56
-0.074,0.032,0.13,-0.455,,-12.4,-1.4,-29,18.8,-8.2,2,-18.2,2.8,-13,22,1.6,-7.4,,--,-2.4,-17.2,4.4,11.8,17.4,9.8,24.8,-9,2.8,-10.2,-7.8,-8,7.6,2.2,10.4,-6.6,4.8,-1.1,12.4,-5.7,3.8,29,22,12.4,18.2,71.7,73,68.4,65.8,67.3,57.8,64.6,52.1,70.7,59.4,67.6,68.4,70.6,69.8,66.4,67.1,70.5,69,2025/05/22/17:47:05
-0.01,0.035,-0.385,0.135,,32.4,-34.2,16.2,-25.8,-39.4,-29.8,27.2,-30.6,29.6,-28.8,-32.6,-33.4,,--,-1.6,-9.6,14.8,-25.8,-14.8,4,18.6,29.8,47.4,11.8,16,-24,-8.2,-20.6,-11.2,10.2,22.4,-0.4,16.5,-5.7,4.8,55.6,62.2,35.8,33.6,71,72.6,68.6,64.1,69.4,53.3,66.8,50.3,70.3,60.3,67.3,68.8,70.1,68.7,64.3,66.1,69.4,68.7,2025/05/22/17:47:16
-0.028,-0.013,0.435,-0.055,,35.4,31.6,14.2,-28.8,22,36.6,28.6,26.8,26.2,-24.6,19,17.4,,--,2,21,47.4,6.8,21.2,-29.8,3.8,-1,28.4,9,20,12.6,19.2,-26.4,-8.6,-19,-7.6,-0.7,25.2,-5.9,5.8,50.8,43.6,39,28.6,64.2,70.2,54.4,44.4,60.2,41.5,52.3,43.2,57.7,50.4,58.7,64.4,57.7,44.9,55.8,63.5,65.3,53.7,2025/05/22/17:47:26
0.023,-0.045,0.44,-0.41,,4,36,-13.2,-0.8,25.6,39.6,3.2,34.4,5.8,-6.4,28.2,28.8,,--,-1.4,8,30.8,21.2,25,-18.4,-3.8,-17.6,2.6,-4,4.2,11.2,21.8,-8,1,-24.8,-12.6,-1.7,13.7,-6.4,3.6,39.6,34.6,36,34.4,69.3,71.1,66.6,63.5,70.5,51.7,59.6,47.5,67.4,57.6,65.2,68.7,66.9,65,62.9,66.2,67,63.4,2025/05/22/17:47:36
0.038,0.039,0.18,0.39,,-34.4,18.6,-53.6,33.8,4.4,24.2,-34.2,14,-35.6,29.2,4.2,10.6,,--,-0.4,-20.2,5.6,33.4,41.2,9.2,30.6,-24.6,1.4,-22.2,-12,5.6,14,12.2,22.2,-13,0,-0.6,19.7,-4.3,6,58,39.8,34.4,34.2,66.3,69.4,60.9,58.2,69,44.3,53.5,43.7,65.7,54.7,63.7,66.5,60.3,55.3,58.7,63.1,64.7,58.7,2025/05/22/17:47:46
0.012,0.033,0.145,-0.445,,-22.4,1.8,-39.8,25.2,-8.6,6,-23,-1.2,-23.4,21.2,-8.2,-6,,--,-0.6,-20.4,4,19.4,27.4,13.4,33.4,-11.8,12.2,-17,-7.4,-4,6.4,5.4,15.6,-5.8,7.6,0.1,19.3,-5.4,5.5,39.8,29.4,22.4,23,69.3,72.3,64.1,60,69.2,47.8,57,46,67.9,57.2,64.5,67.8,63.5,59.7,61.2,64.6,66.9,61.9,2025/05/22/17:47:56
0.074,-0.021,-0.34,-0.055,,-23.8,16.2,-43.2,22.4,0.2,21,-22,10.2,-28.6,17.6,0,11,,--,0.4,-18.2,9.6,25,38.2,4,27.2,-18.4,9.6,-18.6,-6.8,2.8,11,5.2,15.2,-13.4,0.8,-1.9,21.1,-6,5,43.4,28.6,23.8,22,67.3,70.4,60,57.2,67.8,43.7,52.5,43.7,66,53.8,62.7,66.4,58.8,52.9,58.2,61.4,64.3,58.5,2025/05/22/17:48:06
-0.015,0.065,-0.285,-0.055,,43,-4,21.6,-35,-14.8,-1.4,34.4,-12.4,32.6,-33.4,-14.8,-14,,--,0,6.4,31.6,-15.2,-1,-13.8,13,21.2,46.4,14.8,21.2,-7,-0.6,-28.2,-13.2,-3,11.8,-0.3,22.5,-5.8,4.8,36.4,47.4,43,34.4,68.9,72.3,59.4,49.7,66.2,43.4,57.2,46.4,63.6,54.5,63,67.1,62.7,52.5,60.5,66,69.7,60.7,2025/05/22/17:48:17
0.002,0.018,-0.17,0.06,,-32.2,-39,-45,35.4,-42.4,-32.8,-33.6,-27.6,-24.2,27.6,-25.8,-29.2,,--,-5,-44.4,-14.4,0.6,9.8,33.4,39,-2,11.4,-19.8,-15.6,-28,-8.2,12.4,18,11,19.4,-3.1,11.4,-6.1,3.4,77.8,53.4,40.4,35,67.7,70.1,65.3,62.4,60,57.6,68.1,51.8,67.6,58.8,62.1,65.8,67.4,63.9,62.9,64.4,67.1,67.9,2025/05/22/17:48:28
0.048,-0.04,0.045,0.18,,15.6,-20.2,-0.6,-12.2,-30.8,-18,13,-23,12.8,-20,-30.4,-23.2,,--,-1,-12.8,13.6,-12.2,0.8,5.8,24,18,44,2.4,10.8,-15.4,-4,-13.2,-2.2,4.8,19,-0.3,20.6,-5.4,5.9,30.8,43.2,20.2,23,69.2,71.5,63.8,60.7,67.3,44.4,58.4,44.6,68.3,58,65.2,68.1,62.9,60.1,59.6,61,66.9,64.1,2025/05/22/17:48:39
0.065,-0.034,0.07,-0.375,,3.4,-6.6,-14.8,2.2,-15.6,-3,0.4,-6,1.2,-1.4,-10.8,-10.6,,--,-2.4,-13.4,10.8,1.4,9.6,4.4,20.2,2.2,21.6,-3.2,2.6,-10.2,3.2,-6.6,2.2,-3.6,9.2,-1.4,15.5,-5.9,4.3,17.8,12,7,7,70.7,72.7,67,64.6,69.8,51.3,62.6,48.7,69.2,59.3,66.8,68.6,68.2,65.4,63.8,66.7,69.1,66.2,2025/05/22/17:48:48
0.027,-0.038,0.17,-0.125,,-4.6,-28.6,-17,6,-32.8,-21.8,-2.8,-22.8,2.6,-6.8,-23,-18.8,,--,-3.6,-23.8,7,-6.8,4.4,15,23.2,9,30,-7.2,1.6,-22.4,-4.6,-2.6,4.4,6.2,18.2,-1.7,16.1,-6.5,4.9,38.8,25.6,28.6,22.8,67.1,66.8,66.6,61.1,58.9,49.9,62.2,42.8,64.8,59,62.4,62.9,63.1,63.9,59.3,57.7,61.3,64.8,2025/05/22/17:48:58
-0.016,-0.062,0.335,0.255,,-25,16.2,-40.6,24.4,6.6,22.8,-21.2,17,-20.2,12.6,9.2,16.8,,--,-1.8,-14.8,13.2,25.8,33.4,3,16.6,-21.4,4,-18.6,-8,0,13.8,6.4,13.2,-16.2,-3.2,-1.9,16.8,-7.1,3.9,47.2,29.4,25,21.8,67,68,64,60.7,65.6,48.1,55.8,42.9,65.1,55.2,63.1,63.9,59.6,60.5,59.9,60.1,61.9,61.3,2025/05/22/17:49:08
0.066,0.078,0.275,0.15,,12,-11,-6.8,-3,-18.8,-9,4,-16.2,7.4,3,-16.8,-27.2,,--,0,-9.2,15.2,-2.4,7.8,6.6,35,9.6,32,0.8,7,-10,-0.6,-11.2,3,1,15.6,1.1,22.5,-4.9,6.3,18.8,27.2,12.2,16.2,69.1,72.2,60.6,48,66.8,47.3,57.7,46.6,62.4,54.7,63.5,64.6,64.1,56,62.7,67.4,69.9,61.6,2025/05/22/17:49:18
-0.024,-0.043,0.125,0.425,,24.2,-15,2.8,-11.4,-19,-10.4,11.6,-11,14.6,0.2,-12.2,-27,,--,-2.6,-7.4,12.2,-10.2,-2.4,0.2,24.6,11.6,24.4,6.8,7.4,-16.4,0.6,-17.4,-4.2,-1.4,11.6,-1.5,14.7,-7.1,3.9,21.8,27,24.2,15.8,70.9,70.1,62.8,56.7,67.1,56.3,60.9,49.5,64.6,53.7,67.3,64,67.7,68,65.7,65.2,68.4,67.1,2025/05/22/17:49:27
0.034,0.03,0.12,-0.245,,18,20.4,-3.4,-9,12,24.4,8.4,14.6,12.4,0.2,12.2,-0.4,,--,1.2,6.8,31.4,10.2,19,-14.2,19.4,-5.2,19.2,1,8.6,5.4,11.4,-17,0.2,-15,-3.2,-0.6,22.3,-6.4,4.2,24.4,12.4,22.4,14.6,65.7,70.4,57,43.8,61.8,44.3,53.8,42.8,57.6,52.1,60.8,63.6,60.1,49.6,59.1,65.2,67.3,56.4,2025/05/22/17:49:36
0.02,0.059,0.495,0.445,,-1.2,28.6,-22.8,7.8,19.6,34.6,-8.2,25.2,-4.4,15.8,20.2,8.8,,--,0.6,1.8,27.2,24.6,31.6,-10,22.8,-17.8,7,-8,0.4,10.2,18,-6.8,8.6,-18.4,-7.2,-0.4,22.2,-5.8,4.9,42.4,24.6,28.6,25.2,65.9,70.8,57.4,46,63.4,44.6,53.1,42,59.2,52.5,60.6,65,60.3,49.8,58.2,64.6,66.1,54.8,2025/05/22/17:49:46
-0.004,0.016,-0.26,-0.275,,30,24,8.8,-18,18.4,27.6,20.2,24.4,19.6,-3,21.4,4.8,,--,-2.4,14.8,31,6,11.4,-21.6,6.6,-3.6,9.6,10.6,11.8,3.6,18,-19.4,-8.4,-20.4,-6.4,-1.1,14.7,-6.4,3.8,36.4,24.4,31,26.4,69.5,67.8,61.5,53.8,61.3,54,55.9,45,58.1,50.6,65.7,60.8,64.5,67.2,62.9,59.4,65.4,63.2,2025/05/22/17:50:03
0.006,-0.01,-0.18,-0.125,,-10.4,26.2,-30.8,15.2,14.8,30.4,-16,21.4,-12.6,19.8,16.6,9.4,,--,0.6,-4.6,19.2,26.2,31.8,-4.2,22.4,-19.4,2.6,-11.2,-3.6,8.2,16.6,-0.8,12.4,-18,-4.8,-0.5,19,-5.4,5.2,45.6,29.2,26.2,21.4,67.5,71.5,62.2,53.9,68.7,47.8,55.5,45.4,64.9,54.7,63.8,67.5,63.8,57.5,61.6,66.6,67.5,59.3,2025/05/22/17:50:13
-0.038,0.023,-0.095,-0.475,,-26.2,-18.8,-40,25.8,-24.6,-10.4,-22.8,-12.6,-18.2,8.4,-16,-6.2,,--,-2.6,-29.2,2.6,10.8,20.8,21.2,27,-4.6,18.6,-17.8,-7.8,-17.8,0.6,8.4,15,1,13.2,-0.4,17.3,-6.6,5.2,50.4,24.4,26.2,22.8,66.1,65.5,65.1,60.7,58.5,48.3,59.2,41.4,63.9,57.7,62.1,61.8,58.9,61.9,58.8,57.2,60.2,62.6,2025/05/22/17:50:24
-0.054,0.005,-0.03,-0.425,,-16.2,-2.4,-33.2,22.6,-10.4,0.2,-20.8,-6,-17.4,28,-8.4,-19,,--,0,-18.4,4.6,14.8,22,14.6,41,-8,13,-13.2,-6,-5.6,4.4,3,14.8,-3.2,10.4,0.8,20.1,-4.8,5.9,33.2,36.4,16.2,20.8,69.1,72.5,62.9,53.5,68.6,49.4,58.3,46.4,64.6,56.7,64.7,66.8,65.1,59.2,62.5,67.9,69.4,61.8,2025/05/22/17:50:35
-0.033,-0.01,0.37,0.35,,-16.8,-26.6,-26.4,16.4,-27.8,-17.8,-13.4,-14,2,6,-7.8,-15.8,,--,-4.8,-28,5.6,-1.6,3.6,16.2,19.4,-0.2,13.4,-14,-6.6,-23.2,-1.8,2.8,6.8,3.4,12.2,-3.4,10.5,-7.8,2.7,44.2,15.8,26.6,18.8,65.8,66.7,64.2,55.1,55.4,55.6,66.8,45.1,63.1,60.2,59.5,61.5,64.6,61.1,60.5,61.1,62.4,65,2025/05/22/17:50:44
