Gx,Gy,Tx,Ty,,D6S8S,D7S9S,D2S3S,D4S5S,D2S5S,D3S4S,D6T8T,D7T9T,D2T3T,D4T5T,D2T5T,D3T4T,,FS_1S,FS_1T,FS_2S,FS_2T,FS_3S,FS_3T,FS_4S,FS_4T,FS_5S,FS_5T,FS_6S,FS_6T,FS_7S,FS_7T,FS_8S,FS_8T,FS_9S,FS_9T,FS_Ave_S_G2 [2 3 4 5],FS_Ave_T_G2 [2 3 4 5],FS_Ave_S_G3 [6 7 8 9],FS_Ave_T_G3 [6 7 8 9],FS_Delta_S_G2 [2 3 4 5],FS_Delta_T_G2 [2 3 4 5],FS_Delta_S_G3 [6 7 8 9],FS_Delta_T_G3 [6 7 8 9],PeakMTF_1S,PeakMTF_1T,PeakMTF_2S,PeakMTF_2T,PeakMTF_3S,PeakMTF_3T,PeakMTF_4S,PeakMTF_4T,PeakMTF_5S,PeakMTF_5T,PeakMTF_6S,PeakMTF_6T,PeakMTF_7S,PeakMTF_7T,PeakMTF_8S,PeakMTF_8T,PeakMTF_9S,PeakMTF_9T,Date-Time
0.05,0.018,-0.415,0.115,,-15.8,-15.2,-32.4,20.6,-23.8,-12,-17.8,-17,-17.2,15.4,-20.6,-18.8,,--,-1.8,-25.2,0.6,7.2,17.8,19.2,36.6,-1.4,21.2,-13,-5.2,-13.4,-1.2,2.8,12.6,1.8,15.8,-0.1,19.1,-5.5,5.5,44.4,36,16.2,21,70.1,72.5,66.1,60.9,68.9,49,59.9,47.4,68.9,58.8,66.8,68.8,65.6,62.2,62.3,65.6,68.1,64.4,2025/05/22/17:05:05
-0.068,-0.054,0.175,0.47,,27,-5,10.2,-21.2,-15,-4,23.2,-7.4,20.8,-27,-15.4,-9.2,,--,-0.8,0.2,23.6,-10,2.8,-6,12,15.2,39,8.8,15.6,-8,2.8,-18.2,-7.6,-3,10.2,-0.2,19.3,-5.1,5.3,25.2,36.2,27,23.2,69.9,72.6,65.2,61.4,68.8,47.3,59.8,46.7,69.1,57.6,66.3,68.8,65.8,62,61.6,64,68.6,64.5,2025/05/22/17:05:15
-0.057,0.058,-0.085,0.355,,15.8,9.6,-5.2,-15.2,-6.4,14,13.2,4.2,10.6,-22.4,-6.8,5,,--,-0.4,-1.6,26.2,3.6,15.6,-10.4,10.6,4.8,33,2.8,12,-0.2,8.6,-13,-1.2,-9.8,4.4,-0.9,21.4,-5,6,15.2,22.4,15.8,13.2,67.9,69.6,60.4,59.5,65.8,42.6,53.6,43.3,66.3,54.3,64.6,66.6,59.5,56.9,57.7,58.4,64.1,61.1,2025/05/22/17:05:26
-0.01,-0.007,0.44,0.49,,22,15,3,-13.4,7.2,17.6,13.2,14,17.4,-6.2,11.4,0.2,,--,-2,6.4,25.6,3.4,8.2,-14.2,8,-0.8,14.2,5.6,8.6,0.2,12.6,-16.4,-4.6,-14.8,-1.4,-1.3,14,-6.4,3.8,20.6,17.6,22,17.2,70.9,72.5,66.9,60.6,69.8,54.8,61.2,49.5,66.7,57.3,67.2,68.7,68.8,68.2,64.8,67.8,69.5,65.3,2025/05/22/17:05:35
-0.056,-0.037,0.435,0.445,,-7,-31.6,-23.2,8.6,-39.8,-25.2,-6.6,-29.8,-4.6,-6,-36.4,-25.8,,--,-1.8,-28,3,-4.8,7.6,20.4,33.4,11.8,39.4,-8.6,1.4,-22.6,-6.6,-1.6,8,9,23.2,-0.2,20.9,-5.9,6.5,48.4,36.4,31.6,29.8,67.6,68.3,63.7,61.5,61.1,43.4,56.9,41.3,66.4,57.3,64.8,65.7,59.3,59.3,57.2,55.2,61.4,62.9,2025/05/22/17:05:46
0.018,0.035,-0.135,-0.025,,-25.2,14.4,-50.2,20.8,-8.2,21.2,-24.4,8.4,-31.2,14.4,-3.2,13.6,,--,0,-25.2,9.8,25,41,3.8,27.4,-17,13,-18.8,-6.8,2.4,10.6,6.4,17.6,-12,2.2,-3.4,22.8,-5.5,5.9,50.2,31.2,25.2,24.4,66.1,67.8,56.3,57.2,65.4,42,50.4,41.5,64.4,51.5,61.6,64.8,55.7,51.9,55.6,56.8,61.3,57.5,2025/05/22/17:05:56
0.072,0.067,0.025,0.14,,35,-3.6,18.4,-28.4,-9.8,0.2,29.2,0.6,34.6,-29.2,-2,-7.4,,--,-2.6,5,28.4,-13.4,-6.2,-13.6,1.2,14.8,30.4,12.4,15.8,-9.2,6,-22.6,-13.4,-5.6,5.4,-1.8,13.4,-6.3,3.4,28.4,36.6,35,29.2,71.4,73,69,64.8,69.3,55.3,65.4,51.2,70.6,60.1,67.4,69.9,70.3,69.8,65.2,67.2,69.9,68.7,2025/05/22/17:06:07
0.041,0.022,-0.39,-0.325,,-6,3.2,-24.2,10.8,-7,6.4,-10.2,0,-8.4,9.4,-6.4,-7.4,,--,-1.2,-12.4,12.4,11.8,20.8,5.4,28.2,-5.4,18.8,-8.8,-0.4,-3.6,6.8,-2.8,9.8,-6.8,6.8,-0.1,20,-5.5,5.8,24.2,15.8,6,10.2,69.9,72.9,61.8,56.7,69.1,46.8,56.8,46.4,66.8,56.2,64.2,68.7,63.1,57.3,60.6,65.7,67.4,61.3,2025/05/22/17:06:16
-0.038,-0.002,0.015,0.195,,19.6,-28,4.2,-16.8,-32.8,-20.2,17.6,-20,26,-22,-19.4,-23.4,,--,-3.4,-13.2,15.6,-17.4,-10.4,2.8,13,19.6,35,5,10.2,-22.6,-3.8,-14.6,-7.4,5.4,16.2,-2,13.3,-6.7,3.8,37,45.4,28,23.6,69.2,71,68.7,64,66,55.2,66.3,48.3,68.6,61.7,64.5,66.8,69.2,68.2,63.5,64.4,67.2,68,2025/05/22/17:06:26
0.018,0.006,0.37,-0.365,,15.6,-31.6,-4.2,-6,-35.8,-25.6,5.8,-25.4,7.6,0.8,-27.8,-36.2,,--,-2.8,-19.4,2.6,-15.2,-5,10.4,31.2,16.4,30.4,3.2,4.6,-24.4,-6.8,-12.4,-1.2,7.2,18.6,-1.9,14.8,-6.6,3.8,35.8,36.2,31.6,25.4,70.7,70.3,61.9,59.6,66.8,57.8,62.4,51.8,67.5,53.2,65.8,62.6,68.2,69.9,65.7,64.2,68.4,69,2025/05/22/17:06:35
-0.043,0.002,-0.04,0.335,,2.8,16.8,-15.4,6.2,9.6,18.8,-6.6,14,-1,17.4,12.8,-3.6,,--,-1.2,-0.8,18.2,14.6,19.2,-4.2,22.8,-10.4,5.4,-4,0,1.6,12.8,-6.8,6.6,-15.2,-1.2,-0.2,16.4,-6.1,4.5,25,17.4,16.8,14,70.4,71.2,64,54.1,66.6,53.3,57.6,45.9,62.8,54.5,65.5,65.2,66.5,64.5,63.7,66.4,68.4,62.7,2025/05/22/17:06:44
0.043,-0.021,0.01,-0.44,,4,3.4,-16.6,-3,-12,7.6,2.2,-3.6,-2,-7.8,-13,-3.2,,--,0,-11.2,16.4,5.4,18.4,-2.2,21.6,0.8,29.4,-5,5.6,-3.2,4,-9,3.4,-6.6,7.6,-1.8,21.4,-6,5.2,16.6,13,5.8,4.2,66.7,70.4,58.5,55.7,66.6,41.1,52.6,44,65.8,53.8,63.4,67.7,59.1,52,57.5,60.1,65.3,59.5,2025/05/22/17:06:55
0.062,0.02,0.235,0.045,,20,-7,0.8,-10.2,-14.2,-4.8,11,-11.4,13.4,-3.2,-13.6,-23.8,,--,-1,-4.2,18.2,-5,4.8,-0.2,28.6,10,31.8,4,9.8,-8.8,1.6,-16,-1.2,-1.8,13,0.1,20.9,-5.6,5.8,15,27,20,14.2,69.1,72.3,60.4,46.7,66.4,47.2,57.6,46.1,61.4,54.3,63.7,64.9,63.5,56,62.6,67.5,69.5,61,2025/05/22/17:07:06
-0.061,-0.014,-0.44,-0.465,,-4.4,17,-22.4,5.6,4,20.8,-3.8,13,-5.8,-2.2,4.2,12.2,,--,-0.6,-5.6,20,16.8,25.8,-4,13.6,-9.6,15.8,-7.6,2.2,3.4,13.2,-3.2,6,-13.6,0.2,-0.6,18.8,-5.2,5.4,26.4,12.2,17,13,67.9,70.3,63.4,60.8,68.6,45.7,55.6,45.1,67,55.8,64.5,66.7,62.5,59.8,59.7,62.3,65.5,61.4,2025/05/22/17:07:17
0.074,0.055,0.1,0.42,,-10.4,28.8,-28.2,17.2,20.4,31.4,-16,28,-12.4,20.8,24,15.6,,--,-1.8,-2.2,17,26,29.4,-5.4,13.8,-22.6,-7,-11,-6,7,19.2,-0.6,10,-21.8,-8.8,-1,13.3,-6.6,3.6,48.6,36.4,28.8,28,71.6,73.9,68.4,62.4,70.2,55.1,60.8,48.8,68,58.2,67.3,69.4,69.1,67.6,65.5,68.1,69.1,64.7,2025/05/22/17:07:26
0.048,0.024,-0.32,0.325,,32.2,37.8,11.4,-21.8,29,39.4,21.2,38.4,24.6,-12.6,34,22,,--,-2.4,20.6,37.6,9.2,13,-30.2,-9,-8.4,3.6,10.6,11.2,10.2,23.8,-21.6,-10,-27.6,-14.6,-2.2,11.3,-7.1,2.6,50.8,46.6,38.2,38.4,70.9,71,66.6,62,66.5,56.6,60.4,49.8,65.5,55.7,67.9,67.5,69.6,69.8,65,64.8,69,65.8,2025/05/22/17:07:39
0.008,0.046,-0.43,-0.255,,-37.6,-22.2,-52.4,41.6,-30.6,-19.8,-38,-21.2,-34.6,36.6,-24.6,-26.6,,--,-2.4,-38.8,-12.6,13.6,22,33.4,48.6,-8.2,12,-23.6,-15.4,-17.4,-3.6,14,22.6,4.8,17.6,0,17.5,-5.5,5.3,72.2,61.2,37.6,38,70.7,72.9,67.8,63.2,68.9,50.6,61.3,47.9,69.6,59.8,65.6,68,65.9,63.8,63.5,66.1,68.3,65.1,2025/05/22/17:07:50
-0.018,0.022,-0.35,0.215,,20,-33,3.8,-14,-37.4,-27.2,13.4,-25.8,18.8,-10.8,-27.6,-35.6,,--,-2.8,-16.2,7.2,-20,-11.6,7.2,24,21.2,34.8,5.6,8.2,-25,-6.6,-14.4,-5.2,8,19.2,-1.9,13.6,-6.4,3.9,41.2,46.4,33,25.8,72,73.1,67,64.2,68.9,57.7,66.2,52.1,70,59.1,66.9,67.8,70.4,70.3,65.6,68,70.5,69.1,2025/05/22/17:08:01
0.038,-0.065,-0.065,-0.07,,6.4,-18.2,-12.6,2.2,-25.8,-15.4,-1.4,-21.4,0.6,7.4,-24.2,-32.2,,--,-0.4,-16.2,7.8,-3.6,7.2,11.8,39.4,9.6,32,-2.6,3.4,-14.2,-3.8,-9,4.8,4,17.6,0.4,21.6,-5.5,5.5,28,32.2,18.2,21.4,69.2,73.3,61.4,49.3,67.8,46.7,57.8,47,64.4,55.8,64.3,66.6,64.1,56,62.5,68,69.7,62.6,2025/05/22/17:08:12
-0.002,0.017,0.31,0.135,,-4,-6,-19.6,7.4,-13.4,-1.2,-3.4,-2.8,0.4,-1.2,-5.6,-4.8,,--,-2.6,-14.6,12.2,5,11.8,6.2,16.6,-1.2,17.8,-7,0.2,-10.4,4.8,-3,3.6,-4.4,7.6,-1.2,14.6,-6.2,4,20.8,6,7.4,7.4,69.7,71.4,68.8,64,66.6,52.7,63.1,47.3,67.8,59.9,65.1,67.8,66.9,66.3,63.1,65.1,66.5,65.9,2025/05/22/17:08:22
-0.029,-0.037,0.345,-0.28,,26.8,-9.4,5.6,-16.8,-15.6,-4.4,17.8,-4,14,-5.2,-8.8,-17.6,,--,-4,-4.8,15.4,-10.4,1.4,-6,19,10.8,24.2,9.6,9.6,-14.4,4,-17.2,-8.2,-5,8,-2.6,15,-6.8,3.3,21.2,22.8,26.8,17.8,70.2,67.3,59.2,57.1,63.3,54.6,58.2,49.5,63.5,50.6,66.1,59.3,65.1,68.2,63.5,58.4,65,67.4,2025/05/22/17:08:31
0.031,-0.023,-0.405,-0.14,,33.6,24.6,12,-22.2,17.4,27.6,21.8,19,25,-13.2,16,4.2,,--,0.4,16.8,35.4,4.8,10.4,-22.8,6.2,-0.6,19.4,9.8,14.4,6.4,15.2,-23.8,-7.4,-18.2,-3.8,-0.5,17.8,-6.5,4.6,39.6,29.2,33.6,22.6,68,71,62,49.9,64.5,48.1,56.9,46.4,60.2,53,64,65.6,65,59.2,61.7,66.4,67.2,59.9,2025/05/22/17:08:42
0.065,-0.031,0.32,-0.345,,30.6,28.4,8.4,-24.4,17.2,33.2,22.6,24,20.6,-20.8,14.4,14.6,,--,1.8,16,43.2,7.6,22.6,-25.6,8,-1.2,28.8,6.8,17,11,17.4,-23.8,-5.6,-17.4,-6.6,-0.8,25.6,-5.9,5.5,41.6,35.2,34.8,24,63.8,69.9,53.8,44.2,60.1,41.6,52.1,42.7,58.4,50.6,58.9,64.4,57.6,44.4,55.6,63.3,66.2,53.5,2025/05/22/17:08:52
0.011,0.03,0.335,-0.28,,21,28,4,-16.4,19.2,31.6,19.8,28.6,21.6,-24.6,22.6,25.6,,--,-1.2,13,37.2,9,15.6,-22.6,-10,-6.2,14.6,5,12,7,19.2,-16,-7.8,-21,-9.4,-1.7,14.4,-6.3,3.5,35.6,47.2,28,28.6,69.9,71.1,67.5,63.6,68.9,50.9,61,47.4,68.2,58.4,65.6,67.3,66.4,65.9,63,65.1,66.9,64.7,2025/05/22/17:09:09
0.028,-0.05,-0.305,0.13,,-18,-24,-33.4,21.6,-28.6,-16.8,-21.2,-13.4,-14.6,19.2,-14.2,-18.8,,--,-4.2,-31.2,-4.4,2.2,10.2,19,29,-2.6,9.8,-13.6,-10.2,-21,-1.6,4.4,11,3,11.8,-3.1,11.2,-6.8,2.7,50.2,33.4,25.4,22,69.5,71.1,66.4,64.2,63,58,66.8,52.8,69.4,59.8,64.3,66.9,69.5,66.7,64.9,65.5,69.3,69.1,2025/05/22/17:09:19
0.071,0.031,-0.225,0.295,,-28.2,18.4,-44.6,32.2,7.2,19.6,-28.8,13.6,-26.6,28.8,8,5.8,,--,-0.8,-16.6,7,28,33.6,8.4,27.8,-23.8,-1,-20.2,-11.6,3.4,12.4,8,17.2,-15,-1.2,-1,16.8,-5.9,4.2,51.8,34.6,28.2,28.8,68.9,71.9,65.4,60,70.2,49.3,57.2,46.4,68,56.8,65.4,68.3,65.4,61.3,62.6,66.9,67.1,62.1,2025/05/22/17:09:29
0.006,0.062,-0.5,0.25,,-23,20.4,-39.2,24.4,13.4,28.2,-19.8,23.8,-15.6,10.6,17.8,22.8,,--,-2.6,-11.2,17.2,28,32.8,-0.2,10,-24.6,-0.6,-17.4,-7.4,0.8,16.6,5.6,12.4,-19.6,-7.2,-2,14.9,-7.6,3.6,52.6,33.4,25.2,24,66.9,67,64.8,60,63.7,49.7,57.1,43,64.2,56.1,62.5,62.4,59.9,61.8,60.3,60,61,61.8,2025/05/22/17:09:38
0.045,0.015,0.32,-0.205,,11.6,18.2,-7,-3.2,11,21.2,4.4,17.2,10,1.2,14.4,3.2,,--,-1.4,4.2,23.4,11.2,13.4,-10,10.2,-6.8,9,1,5,2.8,14.4,-10.6,0.6,-15.4,-2.8,-0.3,14,-5.5,4.3,21.2,14.4,18.2,17.2,71.2,73.1,67.9,60.8,70.2,54.1,61,49.3,67.9,57.8,67.5,69,70.1,67.6,65.1,68.6,70,65.3,2025/05/22/17:09:48
0.055,-0.054,-0.475,-0.125,,14,-25.2,-1,-10,-29.4,-18.4,10.8,-16.6,19.6,-13.6,-16,-22,,--,-3.2,-14.6,12.6,-13.6,-7,4.8,15,14.8,28.6,2.6,6.4,-20.6,-2.4,-11.4,-4.4,4.6,14.2,-2.1,12.3,-6.2,3.4,29.4,35.6,25.2,18.6,69.6,71.2,68.2,64.3,65.9,57.4,66.9,50.2,69.5,61.2,65.2,67.4,70.7,68.7,64.2,65.9,68.6,69.1,2025/05/22/17:09:58
-0.016,0.005,-0.015,0.01,,-12,31.4,-30.2,17,20.6,33.8,-16.4,28.2,-12.4,19.4,22.4,15.4,,--,-0.6,-2.2,19.4,28,31.8,-5.8,16.4,-22.8,-3,-11.8,-4.8,10.2,19.6,0.2,11.6,-21.2,-8.6,-0.7,16.2,-5.6,4.5,50.8,34.8,31.4,28.2,69.2,72.5,65.3,57.7,70.4,50.4,57.3,46.4,66.9,55.7,65.7,69,66.1,62,62.3,67.6,68.6,60.8,2025/05/22/17:10:08
0.018,0.042,-0.34,0.075,,-13.4,4.8,-39.6,10.2,-16,13.4,-15.8,-0.8,-24.4,6.6,-14.2,3.6,,--,0.8,-23,11.4,16.6,35.8,3.2,32.2,-7,25.6,-12.8,-1.8,-0.8,7.4,0.6,14,-5.6,8.2,-2.5,26.3,-4.7,6.9,39.6,24.4,13.4,15.8,65,68.1,54,52.8,63.7,39.5,49.1,41.9,65,51.3,62.4,65.8,55,46.5,54.7,56.4,63.2,56.9,2025/05/22/17:10:26
0.024,0.079,-0.12,-0.42,,-2.2,-41.6,-17.8,6.8,-48.6,-37.6,-4.2,-39.6,-4.6,-0.6,-45,-39.8,,--,-1.4,-30,-2.8,-12.2,1.8,25.4,41.6,18.6,42.2,-5.4,2,-26.4,-11.6,-3.2,6.2,15.2,28,0.4,20.7,-5,6.2,55.4,45,41.6,39.6,70.2,71.9,66.1,62.1,67.6,47.5,61.4,47,69.6,59.7,66.6,68.2,65.3,62.9,61.7,62.9,67.8,66,2025/05/22/17:10:38
-0.06,-0.024,-0.125,0.34,,33.2,7,14,-25.2,-1.2,10,24.8,5.2,29.6,-20.2,2.6,-6.8,,--,-1.6,8.4,29.4,-5.6,-0.2,-15.6,6.6,9.6,26.8,11.6,15,-2.8,8.6,-21.6,-9.8,-9.8,3.4,-0.8,15.7,-5.7,4.3,25.2,29.6,33.2,24.8,71,72.9,65.9,59.2,70,52.6,61.6,49.9,66.7,57.2,67.1,68.7,68.5,66.1,65.2,68,69.9,65.3,2025/05/22/17:10:48
0.054,0.01,0.16,-0.21,,7.8,30.2,-11.2,-3.2,19.6,34,4.6,26.4,3.6,-6.4,17.2,20,,--,-0.2,7,29,18.2,25.4,-15.8,5.4,-12.6,11.8,-2,5.8,9.8,19.2,-9.8,1.2,-20.4,-7.2,-0.8,17.9,-5.6,4.7,34,23.6,30.2,26.4,68.5,71.8,63.8,58.4,69.7,48.1,56.3,46.7,66,55.7,65,68.6,64.7,60.5,61.1,65.8,67.2,61.1,2025/05/22/17:10:58
0.062,-0.034,-0.03,-0.395,,13.6,-6.8,-4.4,-6.8,-12.4,-1.2,6.4,2.8,10.8,-4.4,2.2,-4.2,,--,-4,-9,15.2,-4.6,4.4,-3.4,8.6,3.4,13,1.4,2.6,-13.4,5.8,-12.2,-3.8,-6.6,3,-3.4,10.3,-7.7,1.9,12.4,10.8,14.8,9.6,70.4,71.1,65.1,64,64.4,57.8,64.9,53.8,69.7,57.4,65.5,67.3,69.5,67.3,65,65.2,69.5,69.4,2025/05/22/17:11:08
-0.038,0.036,0.04,0.01,,41.2,14,21.4,-31.4,7.6,17.6,32.2,15.2,35.2,-27.6,11.8,4.2,,--,-2.4,15.4,34.6,-6,-0.6,-23.6,-4.8,7.8,22.8,15.4,17,-1,12.8,-25.8,-15.2,-15,-2.4,-1.6,13,-6.6,3.1,39,39.4,41.2,32.2,71.6,73.1,67.9,63,70.1,55.3,63.7,51.6,68.6,58.2,68.2,70,70.4,69.8,65.5,67.9,70.1,66.9,2025/05/22/17:11:18
-0.003,0.052,0.27,-0.31,,-4,20.6,-19.4,10.4,14.2,23.2,-7.6,23.2,-2.4,7.4,20.8,15.8,,--,-2.4,-2,19.8,17.4,22.2,-5.8,6.4,-16.2,-1,-6.6,-2.4,2.6,16.6,-2.6,5.2,-18,-6.6,-1.6,11.9,-6.1,3.2,33.6,23.2,20.6,23.2,71.1,72.9,69.3,65.1,69.5,57.2,63.8,50.8,70.1,60.5,67.1,69.3,70.7,68.8,65.8,68.7,69.3,66.7,2025/05/22/17:11:27
-0.078,0.074,-0.26,0.18,,-11.2,17.2,-24.6,12.6,9.4,21.4,-8.6,21,-1.2,2.8,19.6,18,,--,-2.8,-6.4,21.2,18.2,22.4,-3.2,4.4,-15.8,1.6,-10.8,-2.8,0.4,15.4,0.4,5.8,-16.8,-5.6,-1.8,12.4,-6.7,3.2,34,20.8,17.2,21,68.5,69.6,67.7,61.6,64.4,53.7,63,46.7,66.5,59.2,63.9,65.4,65.9,65,63.2,64.5,64.7,65.2,2025/05/22/17:11:36
0.067,0.018,-0.46,0.195,,42.6,-9.4,23.8,-34.6,-17.6,-6.8,35.6,-12.8,34,-34,-17.2,-17.2,,--,0,5.6,29.2,-18.2,-4.8,-11.4,12.4,23.2,46.4,15.6,21.6,-10,1,-27,-14,-0.6,13.8,-0.2,20.8,-5.5,5.6,41.4,51.2,42.6,35.6,69.9,72.5,63,54.6,68.6,46.1,59,48,66,56.2,65.3,68.2,64.8,59,62.3,66.6,70.3,63.9,2025/05/22/17:11:48
0.078,-0.066,-0.36,-0.075,,-8,-6.2,-25,15.2,-13.6,-3.8,-13.2,-6.4,-8.2,16,-10,-17.8,,--,-1.8,-17.2,5.6,7.8,13.8,11.6,31.6,-3.6,15.6,-9.2,-3.4,-9.8,3.6,-1.2,9.8,-3.6,10,-0.4,16.7,-5.9,5,28.8,26,8.6,13.4,70.3,73,66.9,59.3,70.5,51.6,61.1,48.7,67.5,58.8,66.7,68.1,67.6,64,64.4,67.9,69.5,65.5,2025/05/22/17:11:57
-0.039,0.066,-0.26,-0.115,,-1.6,34.2,-19.2,5.2,25,39,-2,32.4,-1.6,-2,25,28.6,,--,-0.8,5.2,28.2,24.4,29.8,-14.6,1.2,-19.8,3.2,-6.4,2,10.8,21.4,-4.8,4,-23.4,-11,-1.2,15.6,-6,4.1,44.2,28.6,34.2,32.4,68.9,71.5,65.8,62.1,70.1,50,57.9,46.5,67.6,56.7,65.3,68,65.4,63,62.5,65.8,65.7,62,2025/05/22/17:12:07
-0.068,0.033,0.315,-0.21,,-40.6,1,-54.6,42.8,-4.8,7,-38.4,6.2,-29.2,33.4,5.4,1.2,,--,-3.8,-28.2,0.4,26.4,29.6,19.4,28.4,-23.4,-5,-24.8,-17.2,-7.4,8.8,15.8,21.2,-8.4,2.6,-1.5,13.4,-6.2,3.9,54.6,34.6,40.6,38.4,69,70.9,68.3,63.2,64.4,55,63.9,48.2,67.1,60.2,64,66,66.6,65.3,63.8,65.4,65.9,66.2,2025/05/22/17:12:17
0.079,0.014,0.31,-0.455,,30.8,-20.2,13,-22.6,-25.4,-15.8,23.2,-13.6,26.8,-19.2,-14.8,-22.4,,--,-3.2,-5.8,16.2,-18.8,-10.6,-3,11.8,19.6,31,11.2,12.2,-18.4,-0.4,-19.6,-11,1.8,13.2,-2,12.1,-6.2,3.5,38.4,41.6,30.8,24.2,71.2,71.9,65.8,64.4,68.6,59,65.6,53.2,70.6,58.1,67.1,67.9,70.6,70.1,66.1,67.2,70,70.3,2025/05/22/17:12:27
0.018,-0.037,-0.225,-0.135,,15.2,13,-12,-18.6,-10,20.6,12.6,5.4,7,-26,-11.2,7.8,,--,2,-6.6,28.8,5.4,21.8,-15.2,14,3.4,40,0.6,12.8,3.2,10,-14.6,0.2,-9.8,4.6,-3.2,26.1,-5.2,6.9,20.6,26,17.8,12.6,65.1,69.2,53.3,51.6,63.8,37.7,50.1,42,63.6,49.9,61.2,66.1,55.3,45.1,54.1,56.3,63.8,57,2025/05/22/17:12:39
-0.05,0.03,-0.32,0.11,,38.8,-10.4,21.6,-31,-15.6,-6.2,31.6,-3.8,36.8,-29,-4.4,-12.2,,--,-3.2,3,26,-18.6,-10.8,-12.4,1.4,18.6,30.4,14.6,16.4,-13.2,4.2,-24.2,-15.2,-2.8,8,-2.3,11.8,-6.4,3.4,37.2,41.2,38.8,31.6,72,72.6,67.1,64.9,68.7,58.8,66.5,52.7,70.1,59.1,66.6,68.2,71,70.1,66.4,67.4,70.2,69.7,2025/05/22/17:12:49
-0.026,0.078,0.295,-0.41,,27.6,34.2,7.8,-21.2,22.6,36,23.2,30,20,-26,20,26,,--,-0.2,17.8,38.8,10,18.8,-26,-7.2,-4.8,18.8,8,15.2,11.8,20.4,-19.6,-8,-22.4,-9.6,-0.8,17.3,-5.5,4.5,43.8,46,34.2,30,68.4,71.8,64.3,60,69.9,47.7,57.5,47.4,66.1,55.4,65.7,69,65,61.4,61.6,65.6,68,61.5,2025/05/22/17:12:59
0.026,-0.064,0.085,-0.125,,2,17.6,-16.8,6.6,9,19.2,-5.4,14.8,-1.2,13,12,0.2,,--,-1.2,-1.6,18.6,15.2,19.8,-4,19.6,-10.6,6.6,-4.8,0.4,2.6,13.2,-6.8,5.8,-15,-1.6,-0.3,16.2,-6,4.5,25.8,13.2,17.6,14.8,70.3,72.9,64.9,57.5,69.1,52.1,58.8,47.2,65,55.9,66,67.7,67.3,64,63.9,67.8,68.9,62.9,2025/05/22/17:13:09
0.074,-0.056,-0.06,-0.025,,-13.4,39.2,-32.4,19.8,30,42.6,-20,37.2,-15.4,24.2,31.8,23,,--,-1.2,1.8,20.8,34.2,36.2,-8.4,13.2,-28.2,-11,-11.2,-6.6,14,24.4,2.2,13.4,-25.2,-12.8,-0.1,14.8,-5,4.6,62.4,47.2,39.2,37.2,70,72.7,67.4,61,69.9,53.9,58.6,47.5,66.3,56.7,67,69.3,68.4,66.4,64.5,68.5,68.5,62.6,2025/05/22/17:13:18
-0.075,0.054,-0.145,0.19,,10.6,22,-7.8,-2.2,14.4,24.4,0.8,25.2,3.4,9.4,22.6,9.8,,--,-3.2,3.4,21,11.2,17.6,-13.2,7.8,-11,-1.6,0.8,1.2,2,17.4,-9.8,0.4,-20,-7.8,-2.4,11.2,-6.8,2.8,24.4,22.6,22,25.2,72,70.8,65.1,61.7,64.7,55.8,59.5,49.7,66.1,55,68.6,66.3,67.7,69.6,65.3,62.4,68.1,66.8,2025/05/22/17:13:27
-0.079,0.027,0.065,-0.04,,6.2,21.8,-11.4,-1.2,13.2,25.8,2.6,21.4,5,-4.2,14.2,13.4,,--,-1,3.8,25,15.2,20,-10.6,6.6,-9.4,10.8,-1.8,4.4,5.2,16.6,-8,1.8,-16.6,-4.8,-0.3,15.6,-5.3,4.5,25.8,18.4,21.8,21.4,70.4,73,67.2,62.7,71,52.2,60.3,48.3,68.2,58,66.7,69.4,67.9,65.4,64.2,67.7,69.2,64.1,2025/05/22/17:13:37
0.027,0.068,-0.355,-0.085,,19.6,1,3,-13.4,-5.2,5.2,16,6,22.6,-16.6,4.2,-1.8,,--,-3,0,24,-3,1.4,-8.2,3.2,5.2,19.8,5.2,9,-7,8.6,-14.4,-7,-8,2.6,-1.5,12.1,-6,3.3,13.4,22.6,19.6,16,71.7,73.3,68.8,65.3,68,57.3,66.6,51.2,70.2,60.5,66.9,69.3,71.4,69.7,65.7,68.2,70.1,68.5,2025/05/22/17:13:46
-0.039,0.022,-0.435,0.295,,-27,-8.4,-41.6,25.8,-18.6,-2.8,-24,-7.4,-24,11.8,-16,-3.8,,--,-2,-27.6,1.4,14,25.4,16.8,29.2,-9,17.4,-19.2,-8.2,-11.4,3.2,7.8,15.8,-3,10.6,-1.5,18.3,-6.5,5.4,44.4,27.8,27,24,67.1,67.5,63,60.6,63.3,45.1,55.5,41.9,65.2,56,63.1,63.6,57.3,58.8,57.7,57.5,60.7,61.6,2025/05/22/17:13:57
0.027,0.048,-0.06,0.3,,9.2,38,-7.4,-6.8,28.2,42.4,10,38.6,13.8,-16.6,33.4,36.2,,--,-1.2,12.6,38.8,20,25,-22.4,-11.2,-15.6,5.4,-0.4,7.8,11.6,24.6,-9.6,-2.2,-26.4,-14,-1.3,14.5,-6.2,4,42.4,50,38,38.6,69,70.3,66.7,61.7,67.5,51.6,59.8,45.6,66.1,57.2,64.6,66.1,65,65.2,61.9,63.5,64.6,63.6,2025/05/22/17:14:07
